scenario_id,bus,p_load_pu,q_load_pu
29,8,0.14041747283546355,0.09063058344375642
29,9,0.09456158417650715,0.06539304881536791
29,10,0.1178369565006239,0.08148888278263519
29,11,0.14217822325732743,0.09832182460685289
29,12,0.1600322933962337,0.1041586966803511
29,13,0.08399852591971889,0.05808827922800159
29,14,0.1318846149644509,0.08512316423390712
30,0,0.0,0.0
30,1,0.14005693217488568,0.05652392733176888
30,2,0.18405385978290323,0.07428012904430797
30,3,0.13860871135349997,0.05593945695106579
30,4,0.23039120055784584,0.09298087053591637
30,5,0.1232785557185124,0.044224480029767754
30,6,0.14929792286846177,0.054775809003048924
30,7,0.16772681645402993,0.0624838984302251
30,8,0.21350707262705643,0.08042235062947846
30,9,0.12822744169166506,0.05174980262360741
30,10,0.1739136921989817,0.07018777826419918
30,11,0.20936747412317988,0.08449615245175762
30,12,0.24078130611778803,0.09145796784884853
30,13,0.10756015476311687,0.04340893576072786
30,14,0.21389781977771538,0.08056953453290192
31,0,0.0,0.0
31,1,0.07877642337819421,0.04540098532845349
31,2,0.107785601552218,0.06211976000988837
31,3,0.07759937721579743,0.044722621761560694
31,4,0.1300159708591575,0.07493172363389111
31,5,0.09213312835454242,0.047198947539671174
31,6,0.10880039570992879,0.057004193958363425
31,7,0.11308288478393826,0.060159440988622026
31,8,0.12180753865305602,0.06552091648221493
31,9,0.07383955561532751,0.04255573479207957
31,10,0.10594355740883056,0.06105814010456723
31,11,0.15424035397408534,0.08889289139485483
31,12,0.16236803811189607,0.08807256073962375
31,13,0.07053407010040372,0.04065069400790999
31,14,0.14360036417798697,0.07724339209349483
32,0,0.0,0.0
32,1,0.14669887772799625,0.05734484322428978
32,2,0.17344577406544784,0.06780025093402975
32,3,0.15474819065537304,0.06049133347038101
32,4,0.2392854838354917,0.09353710654717509
32,5,0.13798991166856647,0.04794710527651711
32,6,0.15127831987108503,0.05375905002011402
32,7,0.20279236462139721,0.07317404637981852
32,8,0.24676013725313056,0.09002836397713092
32,9,0.13424494225742592,0.052476578462173025
32,10,0.16224596794186258,0.0634222274873182
32,11,0.22553091225889801,0.08816042089768081
32,12,0.24363170984751234,0.0896339329495369
32,13,0.1295085450148253,0.0506251126464052
32,14,0.2105821233180993,0.0768291193877523
33,0,0.0,0.0
33,1,0.08471966956314492,0.07682138719666898
33,2,0.11207432753829782,0.10162581316737462
33,3,0.08060262975944352,0.07308817257844494
33,4,0.12280881054759943,0.11135953710498968
33,5,0.07202365665144522,0.058052447754091026
33,6,0.094609464552042,0.07799015641606749
33,7,0.09438997203325417,0.0790062853692186
33,8,0.13085697974001795,0.11074689552625297
33,9,0.07942727439471675,0.07202239375715175
33,10,0.10875222837484058,0.09861342811609132
33,11,0.09394853433988042,0.08518985933608014
33,12,0.1322290965487963,0.11284855018100683
33,13,0.05744489193442138,0.05208939445255757
33,14,0.11627765842673453,0.09840812248156149
34,0,0.0,0.0
34,1,0.13594619923483015,0.06853940056703794
34,2,0.16439016602079984,0.0828798708724381
34,3,0.14101662384380131,0.07109573436140122
34,4,0.20410144691398674,0.10290093364203233
34,5,0.13194486238053252,0.0591307236170563
34,6,0.1607264258043772,0.07366612635879836
34,7,0.1859429836942899,0.08653482523879501
34,8,0.21740517927096922,0.1023010036410422
34,9,0.14204932019616998,0.07161638436381028
34,10,0.19361955336475914,0.09761632322471148
34,11,0.19290888812552828,0.09725803023987725
34,12,0.23009504830873845,0.10918213077397397
34,13,0.10431534335985898,0.05259221033078857
34,14,0.19095003286033457,0.08985241323324214
35,0,0.0,0.0
35,1,0.1045765678230336,0.05987442397750479
35,2,0.12156547944900421,0.06960128075608116
35,3,0.10844241256988328,0.06208778048960392
35,4,0.17916114092857277,0.10257718660650222
35,5,0.09855475202317425,0.05015705296530469
35,6,0.11261799311513172,0.05861679417934094
35,7,0.15198682662537705,0.08032501310879983
35,8,0.1732653791933904,0.09258817717053003
35,9,0.10766619176230272,0.06164336187173641
35,10,0.12403507782940433,0.07101522829289893
35,11,0.15938154833884005,0.09125254919036471
35,12,0.18818846604540176,0.10140772214689417
35,13,0.07713965238355727,0.04416565152631786
35,14,0.16269895564122608,0.08694177567669961
36,0,0.0,0.0
36,1,0.10436351629711335,0.07375506849708315
36,2,0.10900499190225821,0.0770352603048257
36,3,0.1137912414548433,0.08041776576382213
36,4,0.18090491526506786,0.12784788104349404
36,5,0.09065291709993709,0.056947206988239595
36,6,0.11637045575362857,0.07476411854947905
36,7,0.10787736207544413,0.07037386106498918
36,8,0.13993830449809538,0.0923031562481729
36,9,0.10038612086512376,0.07094419087495293
36,10,0.11278175889855974,0.0797043511748259
36,11,0.15214854714676238,0.10752537778234607
36,12,0.20268816194596465,0.13481636493655866
36,13,0.0745004184959036,0.0526504248245487
36,14,0.14387214527569708,0.09489791342529265
37,0,0.0,0.0
37,1,0.12667953120802275,0.07758172455136365
37,2,0.17184914244392427,0.1052447282235304
37,3,0.16086856178674877,0.09851994501794593
37,4,0.19497012631918625,0.11940459908239487
37,5,0.11341819986108176,0.06174235766828845
37,6,0.14921713894318134,0.08307665565396768
37,7,0.17493133500638208,0.09889139105668378
37,8,0.22430706653535382,0.1282131924491754
37,9,0.14312476090723786,0.08765319599226531
37,10,0.14456689549292334,0.08853639540992751
37,11,0.20467965399968538,0.12535095754180017
37,12,0.22766884670304138,0.13122834463910435
37,13,0.12378070097020631,0.0758064081534672
37,14,0.2000409953574874,0.11434278478895663
38,0,0.0,0.0
38,1,0.16467883880786552,0.08884578036873794
38,2,0.1929237536703438,0.10408417724214114
38,3,0.13427679619166064,0.0724435928102516
38,4,0.259018354631009,0.13974283528843628
38,5,0.1281271637013276,0.06144516294940972
38,6,0.17394000737481335,0.08531115254632995
38,7,0.17878667427703523,0.08903731395651569
38,8,0.24112159193477098,0.12141487279519438
38,9,0.1451908609097547,0.07833183324170928
38,10,0.1671362080824739,0.09017155417451189
38,11,0.22969675530252132,0.12392355703230054
38,12,0.2689507995173956,0.13656610127088137
38,13,0.1180660392559201,0.06369773717542908
38,14,0.2598367640713365,0.13083874987757518
39,0,0.0,0.0
39,1,0.16427210262220923,0.038536587166468794
39,2,0.18340863205175123,0.04302582497771928
39,3,0.16687370002523091,0.039146895815918376
39,4,0.24631946354589682,0.05778407487462784
39,5,0.13996512219960788,0.029186145267851703
39,6,0.19617722447874153,0.04183746241490187
39,7,0.19165300486930406,0.041501420424550274
39,8,0.19465815843769824,0.04262052760340193
39,9,0.18153723882916153,0.04258681490300853
39,10,0.232331568942576,0.054502655138399456
39,11,0.21783823652477047,0.05110266476184809
39,12,0.23102167739471452,0.05100740491590352
39,13,0.125454522681658,0.029430372361325237
39,14,0.23569540727288574,0.05160565933785
40,0,0.0,0.0
40,1,0.17124363758087374,0.04905325555890889
40,2,0.20462741797044223,0.058616139962124204
40,3,0.14409030967264755,0.04127510302738476
40,4,0.2764959388908735,0.07920309415880646
40,5,0.17147740793118146,0.043662417581850195
40,6,0.18249785408440805,0.04752459978192338
40,7,0.20701114181544472,0.05473750600093918
40,8,0.24269487711308427,0.06488596636256029
40,9,0.17171098113446545,0.04918712752689554
40,10,0.16919640790578622,0.04846682045475839
40,11,0.23213124900287416,0.06649469516885861
40,12,0.26952415805143337,0.07266447675009388
40,13,0.15027866576430027,0.04304777626150716
40,14,0.24206310987018856,0.06471705950898712
41,0,0.0,0.0
41,1,0.11677797613565817,0.04277788791073456
41,2,0.13726543646747544,0.05028281572890461
41,3,0.1037833136497465,0.03801770766395241
41,4,0.18099321082509331,0.06630109153703354
41,5,0.11012146694506367,0.03585732268609899
41,6,0.11951350836889509,0.039799966288818656
41,7,0.1253725417419058,0.042393445818048894
41,8,0.16707169909899985,0.057121296983458185
41,9,0.10348550004291272,0.037908613145336785
41,10,0.13017975436734813,0.04768720202946673
41,11,0.15513377094680567,0.05682831030589876
41,12,0.16374104937851117,0.05645299981454639
41,13,0.07769702575630597,0.028461827895866536
41,14,0.17375901307388278,0.0594076689401746
42,0,0.0,0.0
42,1,0.13598813314194566,0.07930084484419475
42,2,0.15689072877623517,0.09149009588351538
42,3,0.12064674265199593,0.07035458461670986
42,4,0.1831595015212092,0.10680860804753045
42,5,0.12285883472066597,0.06368404957971159
42,6,0.14468330364109153,0.07670126628964792
42,7,0.19804632133286923,0.10660595769839229
42,8,0.19838309609139917,0.10797376439215925
42,9,0.13192286532219422,0.07693020289790298
42,10,0.15149457008916295,0.08834335114254963
42,11,0.19084099734435403,0.11128803646799935
42,12,0.2283997395210758,0.1253555214941624
42,13,0.11261382707951768,0.06567022741037414
42,14,0.18392665310739648,0.1001055709852762
43,0,0.0,0.0
43,1,0.15101380214707683,0.07974956107039656
43,2,0.18056023007563174,0.09535286768872457
43,3,0.16636239450251175,0.08785506855376055
43,4,0.28035065331772213,0.14805164316114822
43,5,0.13564843966175738,0.06367573099855364
43,6,0.16626159646660937,0.0798198524214235
43,7,0.20851373751049884,0.1016445800553014
43,8,0.2300814317785804,0.11340442664831173
43,9,0.1683808022766962,0.08892097863458558
